step,type,nameOrig,nameDest,isFraud,isFlaggedFraud
1,PAYMENT,C2081964843,M1984328477,0,0
1,PAYMENT,C1893899796,M991671211,0,0
1,PAYMENT,C94682872,M1086323658,0,0
1,PAYMENT,C608817143,M1118414398,0,0
1,TRANSFER,C1658487789,C1219161283,0,0
1,TRANSFER,C1568949719,C564160838,0,0
1,DEBIT,C936906727,C824208363,0,0
1,PAYMENT,C944752500,M238874235,0,0
1,PAYMENT,C1911138454,M112797307,0,0
1,PAYMENT,C1082865087,M699221219,0,0
1,PAYMENT,C364704856,M1526305386,0,0
1,PAYMENT,C1137078855,M1027200,0,0
1,PAYMENT,C1919125229,M1688150025,0,0
1,TRANSFER,C347808407,C838411509,0,0
1,PAYMENT,C1773008684,M127356954,0,0
1,PAYMENT,C437630857,M1475842502,0,0
1,CASH_IN,C1365575811,C306206744,0,0
1,CASH_IN,C1817154869,C716083600,0,0
1,CASH_IN,C1540476618,C2050019814,0,0
1,CASH_IN,C818093527,C2089016471,0,0
1,CASH_IN,C1234905692,C1219161283,0,0
1,CASH_IN,C1500379239,C1359044626,0,0
1,CASH_IN,C203409950,C97730845,0,0
1,CASH_IN,C605705199,C1816757085,0,0
1,CASH_IN,C876823802,C367746789,0,0
1,CASH_IN,C47918293,C306206744,0,0
1,CASH_IN,C1894144426,C998351292,0,0
1,CASH_IN,C102103410,C564160838,0,0
1,CASH_IN,C677317086,C2083562754,0,0
1,CASH_IN,C1933129092,C838411509,0,0
1,CASH_IN,C827328832,C1023714065,0,0
1,CASH_IN,C405252209,C1750905143,0,0
1,CASH_IN,C1223050066,C716083600,0,0
1,CASH_IN,C1917442783,C1023714065,0,0
1,CASH_IN,C1130551263,C1761291320,0,0
1,CASH_IN,C1713605602,C215145189,0,0
1,CASH_IN,C472234151,C392292416,0,0
1,CASH_IN,C537265886,C564160838,0,0
1,CASH_IN,C1963974958,C1060830840,0,0
1,CASH_IN,C260638966,C2083562754,0,0
1,CASH_IN,C1045985568,C1831477404,0,0
1,CASH_IN,C788048067,C248609774,0,0
1,CASH_IN,C619985571,C875917495,0,0
1,CASH_IN,C1677543539,C832279283,0,0
1,CASH_IN,C504478805,C1948471365,0,0
1,CASH_IN,C1967432164,C1973538135,0,0
1,CASH_IN,C1893772493,C1531333864,0,0
1,CASH_IN,C2035801202,C1060830840,0,0
1,CASH_IN,C1790387225,C11003494,0,0
1,CASH_IN,C984412970,C11003494,0,0
1,CASH_IN,C1340057206,C660143728,0,0
1,CASH_IN,C137123763,C998351292,0,0
1,CASH_IN,C1541942595,C1590550415,0,0
1,CASH_IN,C100708535,C985934102,0,0
1,CASH_IN,C878598679,C1182461167,0,0
1,CASH_IN,C1587872480,C1291286504,0,0
1,CASH_IN,C1144897090,C1291286504,0,0
1,CASH_IN,C1195064186,C1961176822,0,0
1,CASH_IN,C24334184,C564160838,0,0
1,CASH_IN,C2008547236,C564160838,0,0
1,CASH_IN,C1590792382,C1182461167,0,0
1,CASH_IN,C1076855029,C1123629720,0,0
1,CASH_IN,C1539088279,C662736689,0,0
1,CASH_IN,C322830747,C2050019814,0,0
1,CASH_IN,C1094199074,C885951223,0,0
1,CASH_IN,C2108440536,C1219161283,0,0
1,CASH_IN,C1112758237,C1831477404,0,0
1,CASH_IN,C553821397,C1096283470,0,0
1,CASH_IN,C553879264,C1750905143,0,0
1,CASH_IN,C1028472807,C1286084959,0,0
1,CASH_IN,C1710783020,C985934102,0,0
1,CASH_IN,C1365790282,C1937962514,0,0
1,CASH_IN,C1826747905,C1068824137,0,0
1,CASH_IN,C948395645,C985934102,0,0
1,CASH_IN,C512256603,C985934102,0,0
1,CASH_IN,C226586078,C1182461167,0,0
1,CASH_IN,C1848886161,C1318822808,0,0
1,CASH_IN,C1816468636,C2050019814,0,0
1,CASH_IN,C834824701,C306206744,0,0
1,CASH_IN,C925568390,C1096283470,0,0
1,CASH_IN,C1198817209,C1883840933,0,0
1,CASH_IN,C51460663,C1749186397,0,0
1,CASH_IN,C557725225,C614685048,0,0
1,CASH_IN,C1318475957,C1049817027,0,0
1,CASH_IN,C712732521,C667346055,0,0
1,CASH_IN,C540092563,C1526298704,0,0
1,CASH_IN,C1894698434,C1825027294,0,0
1,CASH_IN,C205615258,C1023714065,0,0
1,CASH_IN,C2108708444,C667346055,0,0
1,PAYMENT,C1424788681,M1391119179,0,0
1,PAYMENT,C1428726828,M710220387,0,0
1,PAYMENT,C443502884,M517693873,0,0
1,PAYMENT,C247644034,M214313531,0,0
1,PAYMENT,C1824570614,M693345846,0,0
1,PAYMENT,C854989361,M257718694,0,0
1,PAYMENT,C1720865719,M1392886653,0,0
1,PAYMENT,C1369468094,M1037942373,0,0
1,PAYMENT,C1235635586,M876962272,0,0
1,PAYMENT,C1725054538,M917277283,0,0
1,PAYMENT,C1302141801,M1388849499,0,0
1,PAYMENT,C622820646,M2008159348,0,0
1,PAYMENT,C1389432760,M1103132232,0,0
1,PAYMENT,C535352603,M2015261478,0,0
1,CASH_OUT,C577245010,C932583850,0,0
1,PAYMENT,C1624788833,M968957548,0,0
1,DEBIT,C843959601,C1750905143,0,0
1,DEBIT,C1346197173,C1973538135,0,0
1,PAYMENT,C1924966548,M1128266449,0,0
1,PAYMENT,C533173186,M628487793,0,0
1,PAYMENT,C848958019,M248487859,0,0
1,PAYMENT,C758465579,M670689666,0,0
1,DEBIT,C1167327028,C75457651,0,0
1,PAYMENT,C936628786,M817941759,0,0
1,PAYMENT,C1478334108,M36550900,0,0
1,PAYMENT,C726051009,M492252770,0,0
1,PAYMENT,C701166114,M1187972599,0,0
1,CASH_OUT,C1481751887,C997608398,0,0
1,PAYMENT,C2094115865,M49547843,0,0
1,CASH_OUT,C1017792343,C1023714065,0,0
1,PAYMENT,C1774468680,M402978317,0,0
1,PAYMENT,C981487964,M1417554340,0,0
1,TRANSFER,C478182173,C1068824137,0,0
1,TRANSFER,C596333086,C747464370,0,0
1,PAYMENT,C456785282,M1043317832,0,0
1,PAYMENT,C560465923,M1485485458,0,0
1,PAYMENT,C210474732,M1288052401,0,0
1,DEBIT,C764358458,C885951223,0,0
1,PAYMENT,C539240764,M1883830050,0,0
1,PAYMENT,C201804812,M1487230025,0,0
1,PAYMENT,C1498016680,M1846539844,0,0
1,TRANSFER,C1490985125,C459857341,0,0
1,PAYMENT,C707506411,M1009326765,0,0
1,PAYMENT,C755328698,M7548983,0,0
1,PAYMENT,C1999135802,M52487168,0,0
1,PAYMENT,C85357160,M486348917,0,0
1,PAYMENT,C683718244,M742672280,0,0
1,CASH_OUT,C452457802,C812586739,0,0
1,TRANSFER,C1857910993,C1234250905,0,0
1,PAYMENT,C1130598644,M1293252487,0,0
1,PAYMENT,C1760401098,M1829966070,0,0
1,CASH_OUT,C841537936,C1068824137,0,0
1,PAYMENT,C1424439581,M1354280589,0,0
1,CASH_IN,C626626764,C1832532108,0,0
1,PAYMENT,C1372137902,M1015799131,0,0
1,TRANSFER,C701681793,C154319946,0,0
1,DEBIT,C1088744071,C488044861,0,0
1,DEBIT,C1484275564,C195600860,0,0
1,PAYMENT,C981159997,M85121323,0,0
1,PAYMENT,C1657125852,M2078239671,0,0
1,PAYMENT,C465909321,M143486875,0,0
1,PAYMENT,C1205419533,M1197176722,0,0
1,TRANSFER,C1964926542,C997608398,0,0
1,PAYMENT,C369901249,M405488475,0,0
1,PAYMENT,C80756779,M49969897,0,0
1,PAYMENT,C1970779713,M923013679,0,0
1,PAYMENT,C827579900,M1622135821,0,0
1,PAYMENT,C681747431,M1059080630,0,0
1,TRANSFER,C280223635,C453211571,0,0
1,DEBIT,C245530164,C63387985,0,0
1,TRANSFER,C866273692,C1262822392,0,0
1,TRANSFER,C242408359,C1504109395,0,0
1,PAYMENT,C3392189,M503144273,0,0
1,CASH_OUT,C1009916891,C1068824137,0,0
1,PAYMENT,C612716569,M985487390,0,0
1,PAYMENT,C1296928719,M1628289406,0,0
1,PAYMENT,C1862674654,M1068232840,0,0
1,PAYMENT,C507061061,M317960117,0,0
1,DEBIT,C1290614253,C1992550266,0,0
1,PAYMENT,C740467528,M2077662850,0,0
1,PAYMENT,C1960253514,M1370495328,0,0
1,PAYMENT,C1748097277,M668760567,0,0
1,PAYMENT,C1803890702,M984567559,0,0
1,PAYMENT,C1556061855,M417875774,0,0
1,PAYMENT,C1513029997,M439925336,0,0
1,DEBIT,C986944742,C1286084959,0,0
1,PAYMENT,C1616438581,M1121891386,0,0
1,TRANSFER,C501951555,C2083117811,0,0
1,PAYMENT,C1002041276,M485475507,0,0
1,PAYMENT,C724028528,M1869247587,0,0
1,PAYMENT,C467313213,M2045913001,0,0
1,CASH_OUT,C1822630059,C1839337592,0,0
1,PAYMENT,C1356236848,M508760925,0,0
1,DEBIT,C1987354705,C40075281,0,0
1,TRANSFER,C61304908,C800281454,0,0
1,TRANSFER,C1733619456,C317071334,0,0
1,PAYMENT,C1637601612,M842957574,0,0
1,PAYMENT,C170106909,M1255109302,0,0
1,PAYMENT,C1969347346,M855724043,0,0
1,CASH_OUT,C615853374,C564160838,0,0
1,TRANSFER,C366916060,C836514715,0,0
1,PAYMENT,C1855734078,M1470420462,0,0
1,PAYMENT,C1526062841,M977650730,0,0
1,PAYMENT,C920446957,M1202081661,0,0
1,PAYMENT,C869290854,M664839586,0,0
1,PAYMENT,C1989332276,M54176060,0,0
1,PAYMENT,C851480926,M275754769,0,0
1,CASH_IN,C1895054149,C614685048,0,0
1,PAYMENT,C651235118,M279781579,0,0
1,PAYMENT,C2111247080,M740827140,0,0
1,PAYMENT,C36627152,M2080125222,0,0
1,CASH_OUT,C1048128739,C665576141,0,0
1,PAYMENT,C1404834600,M653345773,0,0
1,PAYMENT,C1008612116,M1266093632,0,0
1,CASH_IN,C2028036437,C1860513229,0,0
1,PAYMENT,C1420012431,M426288284,0,0
1,DEBIT,C1780399359,C1504109395,0,0
1,TRANSFER,C428245792,C1291286504,0,0
1,PAYMENT,C1353759820,M203472514,0,0
1,PAYMENT,C331748029,M1056185446,0,0
1,PAYMENT,C1802736936,M1647243882,0,0
1,PAYMENT,C1105090408,M1599566873,0,0
1,PAYMENT,C687501326,M1028811481,0,0
1,PAYMENT,C235151116,M1779914089,0,0
1,PAYMENT,C295055909,M1060935276,0,0
1,PAYMENT,C300811000,M1090695601,0,0
1,PAYMENT,C1638249646,M980533504,0,0
1,PAYMENT,C1533672820,M254955665,0,0
1,PAYMENT,C1132369181,M2008229299,0,0
1,PAYMENT,C1671816300,M2123269713,0,0
1,PAYMENT,C1240412896,M656349395,0,0
1,PAYMENT,C1809129176,M1642308093,0,0
1,PAYMENT,C1370224403,M246264949,0,0
1,PAYMENT,C1296910502,M828241083,0,0
1,PAYMENT,C1069584108,M1554877309,0,0
1,PAYMENT,C2063786038,M623131585,0,0
1,PAYMENT,C505968231,M779018428,0,0
1,PAYMENT,C1107404311,M1182758821,0,0
1,PAYMENT,C465152579,M1108066952,0,0
1,PAYMENT,C234223040,M814377348,0,0
1,PAYMENT,C1723278948,M2050275256,0,0
1,PAYMENT,C1489831627,M1005093407,0,0
1,PAYMENT,C1689458432,M996533593,0,0
1,CASH_OUT,C195970976,C1789550256,0,0
1,PAYMENT,C1957282992,M140428850,0,0
1,DEBIT,C470132045,C1330106945,0,0
1,PAYMENT,C1710191146,M1608103523,0,0
1,DEBIT,C558404860,C767904468,0,0
1,PAYMENT,C274100821,M238431319,0,0
1,PAYMENT,C474933596,M2042917213,0,0
1,PAYMENT,C1520656618,M1699265405,0,0
1,CASH_OUT,C237484673,C357863579,0,0
1,PAYMENT,C1412656257,M358019805,0,0
1,PAYMENT,C904208473,M103118806,0,0
1,PAYMENT,C1237144823,M1801422599,0,0
1,DEBIT,C1998882269,C1424082571,0,0
1,PAYMENT,C1511180072,M2041264753,0,0
1,CASH_OUT,C1851522556,C1170794006,0,0
1,PAYMENT,C1031968647,M1902455960,0,0
1,PAYMENT,C1371400311,M1622694817,0,0
1,PAYMENT,C1227867806,M292958927,0,0
1,PAYMENT,C800493254,M225553858,0,0
1,CASH_OUT,C987595204,C998351292,0,0
1,PAYMENT,C438123546,M29774113,0,0
1,PAYMENT,C22668134,M1474072872,0,0
1,DEBIT,C609389093,C775514090,0,0
1,DEBIT,C397318359,C171493374,0,0
1,DEBIT,C1495407511,C778731861,0,0
1,PAYMENT,C1791267914,M1517758613,0,0
1,PAYMENT,C972843820,M1883971879,0,0
1,PAYMENT,C1055104416,M1563634025,0,0
1,PAYMENT,C130850024,M774362927,0,0
1,PAYMENT,C202064342,M1211586911,0,0
1,PAYMENT,C738174829,M997294994,0,0
1,PAYMENT,C1830969563,M523051393,0,0
1,PAYMENT,C1237264838,M2128961136,0,0
1,PAYMENT,C4181455,M1986581856,0,0
1,PAYMENT,C1177101170,M309060377,0,0
1,PAYMENT,C1816397102,M1547116051,0,0
1,PAYMENT,C1393198164,M506775047,0,0
1,PAYMENT,C1377160602,M917935693,0,0
1,PAYMENT,C823758059,M153448497,0,0
1,TRANSFER,C1965036946,C611572016,0,0
1,CASH_OUT,C1999036805,C306206744,0,0
1,PAYMENT,C178603358,M673384643,0,0
1,PAYMENT,C1574573264,M498134055,0,0
1,PAYMENT,C1033880954,M223000346,0,0
1,CASH_OUT,C3886839,C1170794006,0,0
1,DEBIT,C451959555,C1321640594,0,0
1,PAYMENT,C1502079282,M28145535,0,0
1,PAYMENT,C1539038539,M1133227388,0,0
1,PAYMENT,C623051334,M1340051218,0,0
1,PAYMENT,C1250644519,M1425405511,0,0
1,TRANSFER,C1769598893,C1335050193,0,0
1,TRANSFER,C1517116047,C1023714065,0,0
1,PAYMENT,C1248276879,M828088650,0,0
1,PAYMENT,C402207819,M670084377,0,0
1,DEBIT,C1424497441,C832279283,0,0
1,PAYMENT,C953528583,M1716551994,0,0
1,PAYMENT,C1156210828,M1355766307,0,0
1,PAYMENT,C1158124724,M658281599,0,0
1,PAYMENT,C809860628,M452015229,0,0
1,PAYMENT,C1663738275,M544628437,0,0
1,PAYMENT,C995631377,M681158875,0,0
1,PAYMENT,C512238546,M203048480,0,0
1,PAYMENT,C1991290395,M319426406,0,0
1,PAYMENT,C1279469670,M305552520,0,0
1,PAYMENT,C1627781283,M574077658,0,0
1,PAYMENT,C2011342562,M1460696714,0,0
1,PAYMENT,C429804587,M115397800,0,0
1,PAYMENT,C1691858720,M807872790,0,0
1,PAYMENT,C1538511917,M1542856295,0,0
1,PAYMENT,C46259342,M187120217,0,0
1,PAYMENT,C1316001196,M622772003,0,0
1,PAYMENT,C699871906,M460333119,0,0
1,PAYMENT,C1365711624,M22040992,0,0
1,PAYMENT,C291651850,M185203393,0,0
1,PAYMENT,C1658785779,M1627496281,0,0
1,PAYMENT,C1659435106,M653515020,0,0
1,PAYMENT,C1011481270,M1365197105,0,0
1,PAYMENT,C1951500432,M1280443567,0,0
1,PAYMENT,C1061018585,M348148678,0,0
1,PAYMENT,C1814908102,M814111376,0,0
1,PAYMENT,C1630841930,M2004655561,0,0
1,PAYMENT,C1907467420,M1944138464,0,0
1,PAYMENT,C930317866,M611502040,0,0
1,PAYMENT,C1486553742,M571956559,0,0
1,PAYMENT,C167693809,M998283025,0,0
1,PAYMENT,C990870941,M594195094,0,0
1,PAYMENT,C1552179791,M1661161169,0,0
1,PAYMENT,C589309113,M1437129801,0,0
1,DEBIT,C708926121,C1096283470,0,0
1,PAYMENT,C1406004470,M1911168986,0,0
1,PAYMENT,C1655955258,M1107772887,0,0
1,PAYMENT,C2115087165,M1604616170,0,0
1,DEBIT,C596779307,C1740000325,0,0
1,PAYMENT,C1531175283,M687399269,0,0
1,PAYMENT,C1415545023,M1727424614,0,0
1,CASH_IN,C586831282,C214187874,0,0
1,PAYMENT,C1298557761,M1704214570,0,0
1,CASH_IN,C821342630,C657736958,0,0
1,PAYMENT,C1079190991,M1041326823,0,0
1,PAYMENT,C2042884127,M1815025408,0,0
1,PAYMENT,C889928215,M3694603,0,0
1,PAYMENT,C1721576219,M1914615775,0,0
1,CASH_IN,C514453513,C998351292,0,0
1,PAYMENT,C1565713391,M1385750189,0,0
1,PAYMENT,C1430207342,M80191608,0,0
1,CASH_OUT,C1312843412,C1529115495,0,0
1,PAYMENT,C1522119751,M1995505717,0,0
1,PAYMENT,C1334618867,M45416784,0,0
1,PAYMENT,C364480205,M1807207655,0,0
1,PAYMENT,C1103505488,M1800605369,0,0
1,PAYMENT,C847606512,M1736458419,0,0
1,PAYMENT,C401891515,M1688310330,0,0
1,PAYMENT,C2099932844,M415906914,0,0
1,PAYMENT,C739210872,M1154941313,0,0
1,PAYMENT,C1789282489,M600199331,0,0
1,CASH_OUT,C1949126165,C1568059495,0,0
1,PAYMENT,C143295000,M1353838640,0,0
1,PAYMENT,C1097069005,M1604342290,0,0
1,PAYMENT,C65438140,M1544147328,0,0
1,PAYMENT,C37400149,M1599556802,0,0
1,PAYMENT,C1745608181,M2057077925,0,0
1,PAYMENT,C763610533,M1222094219,0,0
1,PAYMENT,C2114270481,M1612853208,0,0
1,TRANSFER,C1405055124,C811597470,0,0
1,PAYMENT,C653337757,M1896558831,0,0
1,PAYMENT,C10915321,M682981033,0,0
1,PAYMENT,C131037934,M795590320,0,0
1,PAYMENT,C454440929,M404036116,0,0
1,PAYMENT,C1685134322,M379430898,0,0
1,PAYMENT,C1008608255,M216746962,0,0
1,PAYMENT,C1613332278,M468776694,0,0
1,PAYMENT,C1455177644,M14633842,0,0
1,PAYMENT,C732189840,M939475028,0,0
1,PAYMENT,C8996952,M2063009760,0,0
1,CASH_IN,C1937693946,C1531333864,0,0
1,CASH_IN,C1053744929,C811597470,0,0
1,CASH_IN,C1959758632,C288665596,0,0
1,CASH_IN,C918899286,C488044861,0,0
1,CASH_IN,C861522296,C1789550256,0,0
1,CASH_IN,C2074492901,C985934102,0,0
1,CASH_IN,C1933077874,C1262822392,0,0
1,CASH_IN,C1865617081,C33524623,0,0
1,PAYMENT,C308021294,M1481594007,0,0
1,PAYMENT,C1756160273,M530410619,0,0
1,PAYMENT,C1844579038,M1337655323,0,0
1,PAYMENT,C1074844820,M874153561,0,0
1,PAYMENT,C1229184766,M1592763413,0,0
1,PAYMENT,C404586280,M2027227708,0,0
1,PAYMENT,C800497654,M215632153,0,0
1,PAYMENT,C2135790485,M790229674,0,0
1,PAYMENT,C877363600,M1778877569,0,0
1,PAYMENT,C2042979183,M422134367,0,0
1,PAYMENT,C1904609259,M670283478,0,0
1,PAYMENT,C1971283804,M639105046,0,0
1,PAYMENT,C1735330400,M1561347421,0,0
1,PAYMENT,C1398508580,M1251285265,0,0
1,PAYMENT,C1438000681,M173259631,0,0
1,PAYMENT,C98974893,M1733947537,0,0
1,PAYMENT,C54134077,M346377974,0,0
1,PAYMENT,C546446235,M141015648,0,0
1,PAYMENT,C1537689020,M1699443392,0,0
1,PAYMENT,C1437983537,M1614079837,0,0
1,PAYMENT,C23053378,M1060928475,0,0
1,PAYMENT,C1164622694,M44278425,0,0
1,DEBIT,C2107706203,C1504109395,0,0
1,PAYMENT,C564086167,M834562889,0,0
1,PAYMENT,C773238925,M1536728519,0,0
1,PAYMENT,C7395550,M1112940474,0,0
1,PAYMENT,C1499418021,M1186371052,0,0
1,PAYMENT,C1082528716,M845119401,0,0
1,PAYMENT,C298724898,M1671811074,0,0
1,PAYMENT,C332244937,M1520836654,0,0
1,TRANSFER,C989440614,C1749186397,0,0
1,TRANSFER,C1997625595,C22805895,0,0
1,TRANSFER,C152848959,C1100767002,0,0
1,PAYMENT,C1657842786,M353206468,0,0
1,PAYMENT,C1747371038,M50345623,0,0
1,PAYMENT,C1691629865,M489070295,0,0
1,TRANSFER,C1132379993,C1498438472,0,0
1,PAYMENT,C1103666479,M68217166,0,0
1,CASH_IN,C761863997,C1961176822,0,0
1,PAYMENT,C467401150,M511651343,0,0
1,PAYMENT,C497479191,M2027133545,0,0
1,CASH_OUT,C1015122628,C601893033,0,0
1,PAYMENT,C1533662221,M1897221921,0,0
1,PAYMENT,C368153528,M622263400,0,0
1,PAYMENT,C810196347,M1811787796,0,0
1,PAYMENT,C1921553024,M1617937669,0,0
1,CASH_OUT,C78265654,C1671179293,0,0
1,PAYMENT,C47268007,M880533231,0,0
1,PAYMENT,C715289224,M2134157671,0,0
1,DEBIT,C2011695710,C736709391,0,0
1,PAYMENT,C495857386,M604060129,0,0
1,PAYMENT,C2124731287,M1227459815,0,0
1,PAYMENT,C624693846,M148891937,0,0
1,PAYMENT,C1346354118,M1442077586,0,0
1,PAYMENT,C278879704,M1744713739,0,0
1,PAYMENT,C1244815033,M1038988454,0,0
1,PAYMENT,C1475759966,M1096682443,0,0
1,PAYMENT,C423711439,M1238994373,0,0
1,PAYMENT,C741390111,M495051009,0,0
1,PAYMENT,C247795540,M200744172,0,0
1,PAYMENT,C584501954,M818785904,0,0
1,PAYMENT,C374646930,M628610760,0,0
1,PAYMENT,C828610686,M1811942924,0,0
1,DEBIT,C1596144422,C564742142,0,0
1,PAYMENT,C1157199772,M1769252629,0,0
1,PAYMENT,C99132505,M1137989065,0,0
1,PAYMENT,C1285463992,M10405169,0,0
1,PAYMENT,C1075082007,M554634433,0,0
1,PAYMENT,C424944647,M1872088401,0,0
1,PAYMENT,C209360767,M1439361845,0,0
1,PAYMENT,C1837533591,M741883443,0,0
1,PAYMENT,C1956746660,M1982876486,0,0
1,PAYMENT,C799260198,M1116197959,0,0
1,PAYMENT,C989033734,M1315795813,0,0
1,PAYMENT,C2081269248,M13918250,0,0
1,PAYMENT,C565079667,M75356024,0,0
1,PAYMENT,C357653585,M916958177,0,0
1,PAYMENT,C1688770224,M235162442,0,0
1,CASH_IN,C296234255,C22805895,0,0
1,CASH_IN,C450589816,C33524623,0,0
1,CASH_IN,C988179589,C1359044626,0,0
1,CASH_IN,C378814088,C11003494,0,0
1,CASH_IN,C1174714624,C977993101,0,0
1,CASH_IN,C121466124,C1526298704,0,0
1,CASH_IN,C238467882,C2083562754,0,0
1,CASH_IN,C962700314,C401424608,0,0
1,CASH_IN,C1515116175,C1068824137,0,0
1,CASH_IN,C913806791,C838411509,0,0
1,CASH_IN,C220432328,C997608398,0,0
1,CASH_IN,C961983234,C1789550256,0,0
1,CASH_IN,C352378889,C1721246982,0,0
1,CASH_IN,C533956291,C1671179293,0,0
1,CASH_IN,C249515830,C1068824137,0,0
1,CASH_IN,C43856716,C1750905143,0,0
1,CASH_IN,C269458366,C832279283,0,0
1,CASH_IN,C334099170,C476800120,0,0
1,CASH_IN,C1731967318,C1170794006,0,0
1,CASH_IN,C215478702,C1335050193,0,0
1,CASH_IN,C1625901537,C575335780,0,0
1,CASH_IN,C1011599868,C2083117811,0,0
1,CASH_IN,C109065770,C997608398,0,0
1,CASH_IN,C896134613,C1023714065,0,0
1,CASH_IN,C526720216,C2100440237,0,0
1,CASH_IN,C2097361633,C1234776885,0,0
1,CASH_IN,C2050320909,C665576141,0,0
1,CASH_IN,C13117403,C1286084959,0,0
1,CASH_IN,C930900166,C1060830840,0,0
1,CASH_IN,C1401737458,C812586739,0,0
1,CASH_IN,C37268876,C510113906,0,0
1,CASH_IN,C1125098735,C248609774,0,0
1,CASH_IN,C392289808,C1100767002,0,0
1,CASH_IN,C585074510,C1688019098,0,0
1,CASH_IN,C1699486292,C662736689,0,0
1,CASH_IN,C1541075662,C1590550415,0,0
1,PAYMENT,C1121072891,M485047320,0,0
1,DEBIT,C435297131,C461160828,0,0
1,PAYMENT,C355649049,M1174687658,0,0
1,PAYMENT,C324579982,M444127949,0,0
1,TRANSFER,C435803541,C812586739,0,0
1,PAYMENT,C2112135199,M738111983,0,0
1,DEBIT,C2005706991,C35534346,0,0
1,PAYMENT,C546217718,M2024945312,0,0
1,PAYMENT,C639467920,M876908140,0,0
1,CASH_OUT,C1625939772,C812586739,0,0
1,PAYMENT,C151515831,M1130160902,0,0
1,PAYMENT,C1400582895,M2110068611,0,0
1,CASH_OUT,C1264701638,C1060830840,0,0
1,PAYMENT,C1870749311,M1709700394,0,0
1,DEBIT,C810262298,C1321640594,0,0
1,DEBIT,C1969856053,C1123629720,0,0
1,PAYMENT,C276714561,M1256893889,0,0
1,PAYMENT,C641030345,M521466380,0,0
1,DEBIT,C2108318195,C1435804085,0,0
1,PAYMENT,C1647402786,M1850646717,0,0
1,DEBIT,C1458748394,C998351292,0,0
1,PAYMENT,C2029645118,M274298188,0,0
1,PAYMENT,C185164978,M1223144402,0,0
1,DEBIT,C2134915053,C75457651,0,0
1,DEBIT,C619241052,C1292838001,0,0
1,PAYMENT,C1677984391,M285754614,0,0
1,PAYMENT,C1871312485,M233951222,0,0
1,PAYMENT,C1227224309,M450438867,0,0
1,PAYMENT,C977522995,M969811954,0,0
1,DEBIT,C1596653154,C1321530272,0,0
1,TRANSFER,C211199210,C884457408,0,0
1,PAYMENT,C678962690,M1623287112,0,0
1,TRANSFER,C1745903324,C747464370,0,0
1,DEBIT,C1360533184,C515132998,0,0
1,PAYMENT,C951677655,M1396292525,0,0
1,PAYMENT,C959834536,M680150616,0,0
1,PAYMENT,C1532409428,M1160546880,0,0
1,PAYMENT,C1396851684,M687892306,0,0
1,TRANSFER,C1191874608,C728885526,0,0
1,PAYMENT,C1725266971,M659115590,0,0
1,PAYMENT,C223975178,M507583873,0,0
1,PAYMENT,C1404669942,M1047515321,0,0
1,PAYMENT,C2144334265,M1769227988,0,0
1,DEBIT,C1991094835,C985934102,0,0
1,TRANSFER,C906448455,C1850180796,0,0
1,TRANSFER,C910504711,C401424608,0,0
1,TRANSFER,C2110558717,C716083600,0,0
1,TRANSFER,C1726715997,C1286084959,0,0
1,TRANSFER,C1787987889,C306206744,0,0
1,TRANSFER,C1968196847,C1816757085,0,0
1,TRANSFER,C1821010113,C1850180796,0,0
1,TRANSFER,C1444494461,C1262822392,0,0
1,TRANSFER,C684230144,C1740000325,0,0
1,TRANSFER,C1602785474,C1262822392,0,0
1,TRANSFER,C1618683794,C248609774,0,0
1,TRANSFER,C2141066548,C1883840933,0,0
1,TRANSFER,C327840833,C1816757085,0,0
1,TRANSFER,C136312946,C1782113663,0,0
1,TRANSFER,C828447060,C1816757085,0,0
1,TRANSFER,C1046056441,C1721246982,0,0
1,DEBIT,C2117193231,C557041912,0,0
1,PAYMENT,C161113555,M814245389,0,0
1,PAYMENT,C1120670624,M855501888,0,0
1,PAYMENT,C1746117425,M467146800,0,0
1,PAYMENT,C967531000,M1693003105,0,0
1,PAYMENT,C286658790,M1255445356,0,0
1,PAYMENT,C701724503,M83674409,0,0
1,PAYMENT,C634156144,M1273879638,0,0
1,PAYMENT,C2041996211,M461448225,0,0
1,PAYMENT,C1562950869,M2021835850,0,0
1,PAYMENT,C845388562,M550572371,0,0
1,PAYMENT,C948424584,M1447685190,0,0
1,PAYMENT,C2027701910,M1345293143,0,0
1,CASH_IN,C1448277333,C243745864,0,0
1,PAYMENT,C1340086277,M1427247001,0,0
1,PAYMENT,C2034975583,M955443582,0,0
1,PAYMENT,C2006842965,M842422776,0,0
1,PAYMENT,C289711450,M1045567253,0,0
1,PAYMENT,C648358364,M643587433,0,0
1,PAYMENT,C310792845,M1019348343,0,0
1,TRANSFER,C866529530,C837659261,0,0
1,TRANSFER,C2002097394,C824009085,0,0
1,TRANSFER,C1466413743,C1023714065,0,0
1,TRANSFER,C2065886345,C1568059495,0,0
1,TRANSFER,C2030121719,C1899073220,0,0
1,TRANSFER,C573102881,C392292416,0,0
1,TRANSFER,C1219553025,C1883840933,0,0
1,TRANSFER,C605686842,C33524623,0,0
1,TRANSFER,C1417413828,C22805895,0,0
1,TRANSFER,C820587705,C1782113663,0,0
1,TRANSFER,C2142129482,C1170794006,0,0
1,TRANSFER,C195163481,C97730845,0,0
1,TRANSFER,C1062181581,C968113504,0,0
